bot_name,name,role,capability_tags,capability_score,revenue_share,env,status
LX-INV-BOT-0016,Sydney-Perhaps-0016,Investor-Node,"automation,security",0.4172714456291621,0.0185,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0017,Paul-Side-0017,Agent-Core,"automation,data-processing,optimization,decision-making",0.8551545096485671,0.0725,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0018,Michael-Their-0018,Ops,"decision-making,optimization,vision,nlp,forecasting",1.0,0.0381,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0019,Felicia-Tax-0019,Agent-Core,"data-processing,decision-making",0.6787838898749197,0.0596,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0020,Paul-Specific-0020,Orchestrator,"vision,data-processing,security",0.7526316505947848,0.085,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0021,Allen-Call-0021,Data-Node,"optimization,ledger-sync,forecasting,api",0.84946412747946,0.0984,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0022,Matthew-Scene-0022,Analytics,"nlp,decision-making,data-processing",0.6975259586447157,0.0926,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0023,David-Bed-0023,Analytics,"automation,api,security,nlp,data-processing",1.0,0.0611,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0024,Tammy-Benefit-0024,Governance,"nlp,data-processing,ledger-sync,security,forecasting",1.0,0.0655,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0025,Cheryl-Cut-0025,Investor-Node,"security,automation,ledger-sync",0.8547316220478207,0.0796,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0026,Cynthia-Pass-0026,Orchestrator,"forecasting,optimization,vision,nlp",1.0,0.0805,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0027,Mark-Someone-0027,Data-Node,"security,optimization",0.6918174461548363,0.0772,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0028,Tammy-Strategy-0028,Orchestrator,"security,vision,ledger-sync,decision-making,data-processing",1.0,0.0874,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0029,Philip-Phone-0029,Investor-Node,"data-processing,optimization",0.6445186857445113,0.0101,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0030,Kaitlin-Reality-0030,Investor-Node,"optimization,nlp,automation,security",0.8606877458335309,0.0893,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0031,Sean-Practice-0031,Ops,"api,ledger-sync",0.617044264628878,0.0797,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0032,Steven-Number-0032,AI-Worker,"optimization,vision",0.6681865781498106,0.0711,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0033,Crystal-Summer-0033,Data-Node,"ledger-sync,optimization,decision-making,automation,vision",1.0,0.0499,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0034,Erin-Similar-0034,Orchestrator,"security,ledger-sync,vision,forecasting",0.9528658232910835,0.1,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0035,Dave-Red-0035,Agent-Core,"data-processing,vision,automation,optimization,forecasting",1.0,0.0492,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0036,Stephen-Work-0036,Ops,"data-processing,optimization,forecasting",0.6132777265019008,0.0417,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0037,Joseph-Market-0037,Agent-Core,"optimization,vision",0.6512890683039316,0.0931,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0038,Steven-Single-0038,Data-Node,"optimization,api,ledger-sync",0.7221224696769443,0.0439,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0039,Deborah-People-0039,Investor-Node,"api,forecasting,optimization,data-processing,security",1.0,0.0427,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0040,Carmen-Break-0040,AI-Worker,"forecasting,nlp,vision",0.760608766280161,0.0744,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0041,Angela-General-0041,Ops,"security,forecasting",0.5467842965379757,0.0942,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0042,James-Early-0042,Data-Node,"security,data-processing",0.5930250517117333,0.0764,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0043,Richard-Both-0043,Ops,"automation,security,decision-making,forecasting",0.8963430229912707,0.0328,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0044,Christopher-Soldier-0044,AI-Worker,"vision,automation",0.6078377849364582,0.0524,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0045,Natasha-Hear-0045,AI-Worker,"security,automation",0.49188239768452996,0.0514,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0046,Phyllis-Front-0046,Ops,"ledger-sync,automation,vision",0.6883664758836009,0.0922,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0047,James-Positive-0047,Analytics,"decision-making,data-processing,api,nlp,forecasting",1.0,0.0236,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0048,Ariel-Mrs-0048,Orchestrator,"security,nlp,vision,api,data-processing",1.0,0.0354,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0049,Veronica-Shoulder-0049,Governance,"automation,security,nlp",0.742001751083778,0.0318,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0050,Danielle-Friend-0050,Governance,"vision,security,nlp",0.7124020497316639,0.0284,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0051,Scott-Baby-0051,Analytics,"vision,nlp",0.585123901151686,0.0336,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0052,Kelsey-Mouth-0052,Data-Node,"automation,forecasting",0.5044869412543018,0.0803,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0053,Rose-Drop-0053,Investor-Node,"api,automation,security,vision,forecasting",1.0,0.0479,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0054,Sylvia-Follow-0054,Orchestrator,"ledger-sync,vision",0.573245479900931,0.031,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0055,Kimberly-Hand-0055,AI-Worker,"ledger-sync,data-processing",0.5403416621992211,0.0553,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0056,Johnny-Many-0056,Governance,"ledger-sync,data-processing,automation,optimization,decision-making",1.0,0.0827,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0057,Yvonne-Finish-0057,AI-Worker,"forecasting,api,security,decision-making",0.9518850171136071,0.0875,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0058,Miguel-Issue-0058,Analytics,"optimization,nlp",0.5150105490891578,0.0698,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0059,Raymond-City-0059,Ops,"forecasting,nlp,optimization,data-processing",1.0,0.0857,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0060,Cody-This-0060,Governance,"decision-making,security,vision",0.6719271034714522,0.0898,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0061,Kylie-Concern-0061,Ops,"decision-making,security",0.506122348342898,0.0919,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0062,Anthony-Resource-0062,Agent-Core,"api,ledger-sync,decision-making,forecasting",1.0,0.089,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0063,Michael-For-0063,Investor-Node,"vision,nlp,automation",0.866095296383312,0.0754,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0064,Eric-Sign-0064,Investor-Node,"security,api,automation",0.6930047740325577,0.0804,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0065,Crystal-Heavy-0065,Analytics,"ledger-sync,decision-making",0.5726510011871486,0.0881,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0066,Deanna-Court-0066,Agent-Core,"decision-making,security,forecasting,optimization,data-processing",1.0,0.0288,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0067,Rachael-Image-0067,Investor-Node,"forecasting,optimization,security,ledger-sync,api",1.0,0.0612,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0068,Brandi-Else-0068,Orchestrator,"data-processing,decision-making,security,automation",1.0,0.0765,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0069,Michelle-Computer-0069,Agent-Core,"forecasting,ledger-sync,automation,optimization,api",1.0,0.037,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0070,Paige-Product-0070,Governance,"vision,data-processing",0.4347308844765078,0.0335,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0071,Larry-Next-0071,Analytics,"security,api,decision-making,automation",0.830273636135632,0.0855,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0072,Jacob-Floor-0072,Analytics,"decision-making,api,ledger-sync",0.7448138304827302,0.0616,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0073,Jimmy-Light-0073,Governance,"automation,data-processing",0.5211345848064117,0.0609,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0074,Diane-Police-0074,Ops,"vision,optimization,security,forecasting,automation",1.0,0.0962,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0075,Brittany-Like-0075,Governance,"forecasting,ledger-sync,automation,optimization,data-processing",1.0,0.0411,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0076,Antonio-Save-0076,Agent-Core,"ledger-sync,optimization,automation,forecasting",0.9954386175821678,0.0291,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0077,John-Arrive-0077,Analytics,"automation,vision,security,ledger-sync,decision-making",1.0,0.0555,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0078,Jay-Economy-0078,Analytics,"nlp,data-processing,optimization,api",1.0,0.0364,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0079,Kayla-Past-0079,Governance,"ledger-sync,nlp,automation,vision",0.9270960575459054,0.0293,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0080,Megan-Employee-0080,Governance,"nlp,optimization",0.5638367335798689,0.0709,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0081,Amy-Almost-0081,Orchestrator,"vision,decision-making,api",0.8366213083382137,0.0564,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0082,Ashley-Each-0082,AI-Worker,"optimization,vision,nlp",0.8932665304931726,0.0162,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0083,Sara-American-0083,Analytics,"security,decision-making",0.508477935561674,0.0737,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0084,Sonia-Know-0084,Data-Node,"optimization,vision,forecasting,decision-making",1.0,0.0875,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0085,Jean-South-0085,Investor-Node,"forecasting,ledger-sync,automation",0.8619656336274508,0.011,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0086,Abigail-Many-0086,Agent-Core,"ledger-sync,security,nlp,decision-making",0.9506695962620078,0.0204,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0087,Susan-Detail-0087,AI-Worker,"automation,ledger-sync,security,nlp",0.8482313484186825,0.0362,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0088,Samuel-Thank-0088,Ops,"automation,nlp,ledger-sync,vision,forecasting",1.0,0.0491,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0089,John-Meeting-0089,Orchestrator,"forecasting,automation",0.635107022440407,0.0721,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0090,Linda-Whether-0090,Analytics,"forecasting,ledger-sync,automation",0.8918577697235084,0.0851,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0091,Ruben-Rest-0091,Ops,"security,nlp,automation,optimization,data-processing",1.0,0.0615,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0092,Kylie-Student-0092,Orchestrator,"decision-making,automation,optimization,vision,forecasting",1.0,0.0221,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0093,Susan-Behind-0093,Agent-Core,"data-processing,nlp,optimization,automation,decision-making",1.0,0.0762,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0094,John-Camera-0094,Governance,"data-processing,ledger-sync,api",0.7847618154582174,0.0509,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0095,Monica-Successful-0095,Investor-Node,"vision,optimization,automation,data-processing,nlp",1.0,0.0758,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0096,Nancy-Most-0096,Agent-Core,"vision,security,api,data-processing,nlp",1.0,0.0606,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0097,Gary-Send-0097,Investor-Node,"automation,decision-making,api,data-processing,ledger-sync",1.0,0.0677,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0098,Wayne-Fine-0098,Governance,"ledger-sync,forecasting",0.4826092376403276,0.0469,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0099,Janice-Relate-0099,Orchestrator,"ledger-sync,optimization,decision-making,forecasting,nlp",1.0,0.0833,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0100,Jeffrey-Put-0100,Governance,"decision-making,data-processing",0.5403854207686852,0.0615,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0101,Cheryl-Party-0101,Data-Node,"data-processing,forecasting",0.6362737422794842,0.0691,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0102,Amy-Who-0102,Investor-Node,"api,forecasting",0.6967579122591215,0.0615,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0103,Michael-Opportunity-0103,Investor-Node,"security,api,automation",0.7968836136487538,0.0611,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0104,Jasmin-Bag-0104,Governance,"automation,optimization,nlp",0.7641428795958767,0.0119,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0105,Luis-Professional-0105,AI-Worker,"forecasting,security,api,decision-making,ledger-sync",1.0,0.0486,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0106,Susan-Happen-0106,Data-Node,"ledger-sync,api,vision,automation",0.9574492108332212,0.0189,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0107,David-Apply-0107,Agent-Core,"forecasting,automation",0.589484208177756,0.0592,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0108,Shelby-Behind-0108,AI-Worker,"data-processing,forecasting,decision-making",0.8376666242573225,0.0423,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0109,Sean-Always-0109,Agent-Core,"vision,optimization,data-processing,api,nlp",1.0,0.0747,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0110,Melanie-Skin-0110,Agent-Core,"decision-making,optimization,api",0.6853624167297026,0.0906,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0111,Meagan-Agency-0111,AI-Worker,"automation,vision,security",0.6141822214351338,0.0496,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0112,Matthew-Join-0112,Ops,"decision-making,api,vision",0.7331812810572108,0.0225,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0113,Tyler-Use-0113,Ops,"ledger-sync,automation,security",0.7264960031932464,0.0765,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0114,Megan-Machine-0114,Ops,"decision-making,api",0.6677634064612372,0.0524,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0115,Linda-Garden-0115,Orchestrator,"security,ledger-sync,automation,api",0.9143982296280919,0.058,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0116,Gina-Learn-0116,Governance,"decision-making,api",0.5623054482278653,0.068,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0117,Justin-Note-0117,Ops,"security,api,ledger-sync,vision",1.0,0.0619,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0118,Priscilla-Whatever-0118,Governance,"automation,nlp,api,security",0.9529608406805059,0.089,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0119,Mark-I-0119,Analytics,"forecasting,automation,api",0.7796869302957972,0.0437,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0120,Daryl-Also-0120,AI-Worker,"nlp,ledger-sync,decision-making,optimization,automation",1.0,0.0624,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0121,Christopher-Forward-0121,Investor-Node,"data-processing,automation,security",0.6754765921733166,0.0717,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0122,Danielle-Improve-0122,Analytics,"api,security,forecasting,data-processing",0.9624741063917357,0.0496,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0123,Daryl-Mission-0123,AI-Worker,"nlp,ledger-sync,decision-making",0.661893435285078,0.0759,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0124,David-Show-0124,Governance,"data-processing,ledger-sync,security,decision-making,api",1.0,0.0557,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0125,Christine-Anything-0125,Orchestrator,"forecasting,security,automation",0.7950904633785353,0.0213,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0126,Jennifer-Various-0126,Data-Node,"security,ledger-sync",0.5416374308150105,0.0306,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0127,Jacob-Performance-0127,Governance,"security,decision-making,data-processing,vision",0.8607224102240834,0.0167,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0128,Alexis-Contain-0128,Data-Node,"automation,data-processing,forecasting,ledger-sync",0.8115671056346597,0.0744,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0129,Henry-Bit-0129,Agent-Core,"ledger-sync,forecasting,optimization,automation,security",1.0,0.0512,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0130,Cheryl-Individual-0130,Data-Node,"forecasting,nlp,optimization,data-processing",1.0,0.0441,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0131,William-Kind-0131,Governance,"nlp,api,forecasting,vision",0.8317575508087993,0.0449,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0132,Andrew-Leave-0132,Analytics,"nlp,vision,decision-making",0.657444291543154,0.0512,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0133,Jesse-Party-0133,Data-Node,"api,security,nlp,optimization",1.0,0.0327,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0134,Brittany-Paper-0134,Data-Node,"nlp,decision-making,api,automation,vision",1.0,0.097,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0135,Jose-Edge-0135,Orchestrator,"ledger-sync,automation",0.6283007574661186,0.0863,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0136,Seth-Eye-0136,Agent-Core,"decision-making,data-processing",0.5230565496797657,0.0457,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0137,Donna-Meeting-0137,AI-Worker,"decision-making,optimization,security",0.8179494945705448,0.0377,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0138,Cesar-Next-0138,Data-Node,"data-processing,automation,ledger-sync,nlp",0.8726794896993355,0.0246,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0139,Joseph-Ago-0139,Analytics,"forecasting,vision,data-processing",0.695712791531666,0.0926,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0140,Paige-Production-0140,Ops,"nlp,data-processing,automation,api",0.923928128988844,0.0507,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0141,Margaret-Second-0141,Orchestrator,"optimization,automation",0.6807969247537995,0.0133,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0142,Barbara-Doctor-0142,Data-Node,"vision,decision-making",0.44687424022763067,0.0194,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0143,Edward-Only-0143,Orchestrator,"decision-making,data-processing,vision",0.6582641588703828,0.0322,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0144,Laurie-Onto-0144,Investor-Node,"automation,api",0.4353778819131193,0.0968,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0145,Brandon-Lead-0145,Analytics,"forecasting,api,decision-making,vision,security",1.0,0.0679,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0146,Angela-Trade-0146,Data-Node,"vision,optimization,ledger-sync,data-processing,decision-making",1.0,0.034,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0147,Anna-Something-0147,AI-Worker,"forecasting,data-processing,automation",0.7012936676958685,0.0612,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0148,Nichole-Population-0148,Investor-Node,"security,data-processing,ledger-sync,automation,optimization",1.0,0.049,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0149,Jason-Example-0149,Investor-Node,"api,optimization,nlp,decision-making,forecasting",1.0,0.0491,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0150,Duane-Half-0150,Orchestrator,"forecasting,vision",0.5615782394428421,0.0527,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0151,Devin-Tree-0151,Data-Node,"decision-making,optimization,ledger-sync,nlp,security",1.0,0.0979,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0152,Ashley-Position-0152,Data-Node,"forecasting,security,ledger-sync",0.8795901527547323,0.0192,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0153,David-Our-0153,Orchestrator,"vision,optimization",0.533715556242982,0.0418,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0154,Patricia-Husband-0154,Ops,"automation,ledger-sync",0.5883529141905548,0.057,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0155,Phillip-Among-0155,AI-Worker,"api,security",0.5153230543676156,0.0998,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0156,Christina-Lay-0156,Agent-Core,"api,optimization",0.4173629940195752,0.0327,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0157,Robert-Trial-0157,AI-Worker,"ledger-sync,security,forecasting,vision,nlp",1.0,0.0363,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0158,Anna-Behavior-0158,Agent-Core,"ledger-sync,vision,optimization,data-processing",0.8205639051761285,0.0393,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0159,April-Herself-0159,Investor-Node,"security,automation",0.532485188265146,0.0874,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0160,Lauren-For-0160,Analytics,"ledger-sync,decision-making,forecasting,data-processing,optimization",1.0,0.0115,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0161,Cynthia-Cost-0161,Investor-Node,"optimization,api,data-processing,automation",1.0,0.0586,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0162,Leah-Eat-0162,Investor-Node,"ledger-sync,automation,api",0.7727715622638759,0.066,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0163,Jasmine-Worker-0163,Analytics,"api,nlp",0.46393827044694247,0.0406,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0164,Molly-Community-0164,Orchestrator,"optimization,decision-making",0.5778661049992717,0.0416,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0165,Nathaniel-Receive-0165,Analytics,"optimization,ledger-sync",0.5306550659643617,0.0592,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0166,Samantha-Claim-0166,Agent-Core,"security,decision-making,api,forecasting",0.8762387889497786,0.0987,SIMULATION_CORE_v1,ACTIVE_AGENT
